CID,카테고리명,KDC분류,KDC분류명
49920,3급,72,동양어
49921,4급,72,동양어
49922,5급,72,동양어
49923,6급,72,동양어
49847,텝스,70,언어
49865,실전,70,언어
50044,종합,70,언어
49863,Grammar,70,언어
49862,Listening,70,언어
49861,Reading,70,언어
49864,Vocabulary,70,언어
49846,토익,70,언어
49858,실전,70,언어
50003,종합,70,언어
49859,토익 Speaking,70,언어
49860,토익 Writing,70,언어
49856,Grammar,70,언어
49855,Listening,70,언어
49854,Reading,70,언어
49857,Vocabulary,70,언어
49848,토플,70,언어
49872,실전,70,언어
50001,종합,70,언어
49868,Grammar,70,언어
49867,Listening,70,언어
49866,Reading,70,언어
49871,Speaking,70,언어
49869,Vocabulary,70,언어
49870,Writing,70,언어
49909,통역/번역,70,언어
49938,번역,70,언어
49937,통역,70,언어
49906,프랑스어,76,프랑스어
49904,한자,70,언어
49928,옥편,70,언어
49927,한자 시험 대비,37,교육학
49926,한자일반,70,언어
49873,OPIc/인터뷰 영어,74,영어
49948,인터뷰영어,74,영어
49947,OPIc,74,영어
13789,유아,37,교육학
70125,_주제별 책읽기,37,교육학
85109,가족 그림책,37,교육학
70126,계절/명절 그림책,37,교육학
70133,비 오는 날,37,교육학
70134,명절/절기,37,교육학
70127,봄,37,교육학
70128,여름,37,교육학
70129,가을,37,교육학
70130,겨울,37,교육학
118766,공룡,37,교육학
32206,글 없는 그림책,37,교육학
88035,동물 그림책,37,교육학
10953,똥/방귀 책,37,교육학
72018,생활습관,37,교육학
78719,베드타임 스토리,37,교육학
75896,어린이 안전,37,교육학
87981,건강/식습관,37,교육학
80274,수학 동화,41,수학
88579,언어/인지,70,언어
88580,말놀이/글놀이,70,언어
88864,예술/문화,60,예술
32361,우리 몸/성(性)교육 그림책,37,교육학
181435,"유치원,학교에 가면",37,교육학
71966,인성/감성,37,교육학
114909,동물과 친구해요~,37,교육학
78720,마음 달래기,37,교육학
74333,다름과 편견,37,교육학
71967,우리는 친구,37,교육학
110154,삶과 죽음,37,교육학
72006,자연관찰/세밀화,40,자연과학
71969,자연.환경.지구 이야기,40,자연과학
71968,자연/과학 그림책,40,자연과학
10966,책/독서 그림책,37,교육학
70131,크리스마스 그림책/놀이책,37,교육학
35088,0~3세,37,교육학
35096,그림책,37,교육학
35098,유아교양,37,교육학
35095,유아놀이,37,교육학
35097,유아학습,37,교육학
73222,100세까지 보는 그림책,37,교육학
35089,4~7세,37,교육학
35101,그림책,37,교육학
35103,유아교양,37,교육학
35100,유아놀이,37,교육학
35102,유아학습,37,교육학
35091,그림책,37,교육학
35134,한국 그림책,37,교육학
35135,미국,37,교육학
35136,아시아,37,교육학
35137,유럽,37,교육학
35138,호주,37,교육학
35139,일본,37,교육학
35140,외국 그림책,37,교육학
35090,_나라별 그림책,37,교육학
35108,교양/학습 그림책,37,교육학
35427,그림백과/세밀화,37,교육학
35112,동요/동시그림책,37,교육학
14024,문화/예술/인물/역사 그림책,60,예술
35109,생각/철학 그림책,10,철학
35104,세계명작 그림책,37,교육학
35105,옛이야기 그림책,37,교육학
35111,유아 캐릭터 그림책,37,교육학
35106,인성/감성/생활 그림책,37,교육학
35107,창작그림책,37,교육학
35092,놀이책,37,교육학
71986,숨은그림찾기,37,교육학
35114,스티커북,37,교육학
70988,유아 3D/입체영상,37,교육학
49525,유아 놀이책 기타,37,교육학
35113,유아 만들기/접기,37,교육학
116795,유아 블록/교구,37,교육학
35118,유아 사운드북/CD북,37,교육학
73906,유아 컬러링북,37,교육학
35117,유아 퍼즐/퀴즈/게임,37,교육학
70410,인형놀이/입체북,37,교육학
35115,팝업북/플랩북,37,교육학
70393,헝겊책/입체북 (0-3세),37,교육학
35119,CD/DVD/비디오테잎,37,교육학
70395,CD북,37,교육학
4298,애니메이션/캐릭터,37,교육학
161262,_겨울왕국 2,37,교육학
153904,_신비아파트,37,교육학
174145,_펭수,37,교육학
154178,_핑크퐁,37,교육학
174146,_흔한남매,37,교육학
4302,디즈니/픽사 애니메이션,37,교육학
4301,유아 애니메이션 (영화),60,예술
4303,유아 애니메이션 (TV),37,교육학
32486,유아 캐릭터,37,교육학
131949,예비초등,37,교육학
35094,유아 교양/학습,37,교육학
35122,유아 두뇌계발,37,교육학
35121,유아 문화/예술,60,예술
64542,문화 일반,60,예술
35146,음악,67,음악(음반)
35147,미술,60,예술
35130,유아 생활습관,37,교육학
35123,유아 수학,41,수학
35126,유아 언어/인지/한글,70,언어
35129,유아 인성/감성,37,교육학
35141,자연관찰/과학일반,40,자연과학
35142,동물,40,자연과학
35143,식물,40,자연과학
35144,몸/인체,40,자연과학
35145,지구/우주/환경,40,자연과학
35120,유아 자연관찰/과학,40,자연과학
35125,유아 중국어/한자,72,동양어
157876,유아 코딩,53,공학
35128,유아 학습 일반,37,교육학
35124,유아영어,74,영어
49002,ELT,74,영어
50787,영어그림책,74,영어
35148,영어학습,74,영어
35149,영어동요/동화,74,영어
69170,유아 세트,37,교육학
88620,유아 워크북,37,교육학
123992,유아 수학 워크북,41,수학
123993,유아 영어/외국어 워크북,74,영어
120084,유아 워크북 일반,37,교육학
123990,유아 창의력 워크북,32,경제학
123989,유아 한글 워크북,37,교육학
123991,입학 준비,37,교육학
123994,종합/세트,37,교육학
117970,EBS 유아심리검사,37,교육학
656,인문학,80,문학
51378,교양 인문학,80,문학
51409,기호학/언어학,70,언어
51541,기호학,70,언어
51542,언어학/언어사,70,언어
51543,한국어/한문,71,한국어
51412,논리와 비판적 사고,80,문학
51393,동양철학,10,철학
51501,노자철학,10,철학
51502,장자철학,10,철학
51503,도가철학 일반,10,철학
51493,도가철학/노장철학,10,철학
51500,동양철학 일반,10,철학
51495,불교철학,10,철학
51494,유교철학/주역,10,철학
51504,공자/논어,10,철학
51505,맹자,10,철학
51506,주자학(성리학),10,철학
51507,양명학,10,철학
51508,유교철학 일반,10,철학
51509,주역,10,철학
51498,인도철학,10,철학
51499,일본철학,10,철학
51497,중국철학,10,철학
51510,퇴계/율곡,10,철학
51511,실학,10,철학
51512,한국현대철학,10,철학
51513,한국철학 일반,10,철학
51496,한국철학,10,철학
51417,문화/문화이론,80,문학
51547,동양문화읽기,80,문학
51549,문명/문명사,80,문학
51551,문화사,80,문학
51550,문화연구/문화이론,80,문학
51555,미국문화,80,문학
51548,서양문화읽기,80,문학
51552,성(性)/성문화,80,문학
51557,일본문화,80,문학
51553,종교문화,20,종교
51556,중국문화,80,문학
51558,한국인과 한국문화,80,문학
51559,한국문화유산,80,문학
51560,한국민속/한국전통문화,80,문학
51561,근현대한국문화,80,문학
51562,외국인이 본 한국,80,문학
51554,한국학/한국문화,80,문학
65237,사상가/인문학자,80,문학
51390,서양철학,10,철학
51442,고대철학,10,철학
51458,소크라테스,10,철학
51459,아리스토텔레스,10,철학
51460,플라톤,10,철학
51462,고대철학 일반,10,철학
51450,과학철학,10,철학
51444,근대철학,10,철학
51466,데카르트,10,철학
51467,스피노자,10,철학
51468,칸트,10,철학
51469,피히테/셸링,10,철학
51470,헤겔,10,철학
51471,홉스/로크,10,철학
51472,흄,10,철학
51473,쇼펜하우어,10,철학
51474,근대철학 일반,10,철학
51454,독일철학,10,철학
51456,마르크스주의,10,철학
2547,미학/예술철학,10,철학
51457,서양철학 일반,10,철학
51446,서양철학사,10,철학
51451,언어철학/분석철학,10,철학
51455,영미철학,10,철학
51449,윤리학/도덕철학,10,철학
51447,인식론,10,철학
51443,중세철학,10,철학
51463,아우구스티누스,10,철학
51464,토마스 아퀴나스,10,철학
51465,중세철학 일반,10,철학
51453,프랑스철학,10,철학
51445,현대철학,10,철학
51475,프리드리히 니체,10,철학
51476,앙리 베르그손,10,철학
51477,키에르케고르,10,철학
51478,에드문트 후설,10,철학
51479,알프레드 화이트헤트,10,철학
51480,러셀/비트겐슈타인,10,철학
51481,카를 야스퍼스,10,철학
51482,마르틴 하이데거,10,철학
51483,칼 포퍼,10,철학
51484,장 폴 사르트르,10,철학
51485,루이 알튀세르,10,철학
51486,질 들뢰즈/펠릭스 가타리,10,철학
51487,미셸 푸코,10,철학
51488,위르겐 하버마스,10,철학
51489,자크 데리다,10,철학
51490,슬라보예 지젝/슬로베니아 학파,10,철학
51491,프랑크푸르트학파,10,철학
51492,현대철학 일반,10,철학
51452,현상학/해석학/실존철학,10,철학
51448,형이상학/존재론,11,형이상학
51405,서지/출판,80,문학
51540,서지/문헌/도서관,80,문학
51539,출판/편집,80,문학
51399,신화/종교학,20,종교
51523,그리스로마 신화,20,종교
51530,미르치아 엘리아데,20,종교
51526,세계의 신화와 전설,20,종교
51532,동양의 신화와 전설,20,종교
51533,서양의 신화와 전설,20,종교
51534,세계의 신화와 전설 일반,20,종교
51527,신화 이야기,20,종교
51528,신화학/신화상징,43,화학
51531,조지프 캠벨,20,종교
51529,종교학,20,종교
51535,샤머니즘/무속,20,종교
51536,종교학 일반,20,종교
51524,중국의 신화와 전설,20,종교
51525,한국신화/전설/민담,20,종교
51395,심리학/정신분석학,18,심신수련/명상
51514,교양 심리학,18,심신수련/명상
51520,뇌과학/인지심리학,18,심신수련/명상
51521,심령연구/초과학,18,심신수련/명상
51515,심리치료,18,심신수련/명상
51518,융,18,심신수련/명상
51522,이론 심리학,18,심신수련/명상
51519,자크 라캉,18,심신수련/명상
51516,정신분석학,18,심신수련/명상
51517,프로이트,18,심신수련/명상
51415,인류학/고고학,80,문학
51544,고고학,80,문학
51546,민속학,80,문학
51545,인류학,80,문학
51384,인문 비평,80,문학
51381,인문 에세이,80,문학
51385,인문학 전문사전,80,문학
51403,책읽기/글쓰기,80,문학
51538,글쓰기,80,문학
51537,책읽기,80,문학
51387,철학 일반,10,철학
51440,교양 철학,10,철학
51441,철학사,10,철학
51419,학회/무크/계간지,80,문학
31882,해외소설,80,문학
34222,大人の科學,53,공학
336,자기계발,32,경제학
70241,20대의 자기계발,32,경제학
70228,기획/보고,32,경제학
70229,기획,32,경제학
70230,보고,32,경제학
70212,리더십,32,경제학
70232,리더십,32,경제학
70213,조직관리,32,경제학
70214,성공,32,경제학
70215,성공담,32,경제학
70216,성공학,53,공학
70220,시간관리/정보관리,32,경제학
70221,시간관리,32,경제학
70222,정보관리,32,경제학
70218,여성의 자기계발,32,경제학
2951,인간관계,33,사회문제
5247,교양심리학,18,심신수련/명상
3812,남녀관계,33,사회문제
2952,인간관계,33,사회문제
107822,정리/심플라이프,32,경제학
70219,중년의 자기계발,32,경제학
70223,창의적사고/두뇌계발,32,경제학
2943,취업/진로/유망직업,32,경제학
2944,국내 진학/취업,32,경제학
147602,크리에이터/1인미디어,32,경제학
2946,해외취업/이민/유학.연수,32,경제학
70233,프레젠테이션/회의,32,경제학
70234,프레젠테이션,32,경제학
70235,회의,32,경제학
70211,행복론,32,경제학
70224,협상/설득/화술,33,사회문제
70226,설득,33,사회문제
70225,협상,33,사회문제
70227,화술,33,사회문제
70236,힐링,32,경제학
70239,건강한 몸,32,경제학
70238,마음 다스리기,32,경제학
2913,잡지,5,
7607,건강/의학,51,의학
7605,경제/경영,5,
11282,과학/기술,40,자연과학
148481,교양/문예/인문,5,
3556,교양,5,
3553,문예지,5,
11496,인문/사회,5,
5419,교육/취업,32,경제학
2925,대중문화/예술,60,예술
75997,독립/인디잡지,5,
5421,리빙/가정/주택,5,
2924,만화/애니메이션,80,문학
148480,수험/어학교재,5,
3219,방송교재,5,
2921,수험교재,5,
3563,시사지,5,
3560,어린이/청소년,37,교육학
63434,어린이,37,교육학
63435,청소년,37,교육학
5420,여성/남성/패션,5,
128934,결혼/웨딩지,5,
53975,남성지,5,
69435,여성지,5,
69436,패션지,5,
8097,여행/스포츠/취미,98,여행
33027,요리/제과제빵,5,
33026,육아,5,
27607,정기구독,5,
3125,종교,20,종교
32539,주간지,5,
138813,주간지 기타,5,
9897,컴퓨터/인터넷/게임,53,공학
112011,장르소설,80,문학
17195,전집/중고전집,80,문학
28460,_0-3세,80,문학
29037,영어/학습,74,영어
109782,유아교양,80,문학
29038,인물/역사/사회,90,역사
29039,자연/과학/수학,41,수학
29040,전래/명작동화,80,문학
29041,창작동화,80,문학
29042,토이북/교구,80,문학
28461,_4-7세,80,문학
29043,문학/논술/고전,80,문학
29044,영어/학습,74,영어
29045,인물/역사/사회,90,역사
29046,자연/과학/수학,41,수학
29047,전래/명작동화,80,문학
29048,창작동화,80,문학
29049,토이북/교구,80,문학
158699,_단행본 전집,80,문학
158700,0-3세,80,문학
158701,4-7세,80,문학
158705,기획세트,80,문학
158704,청소년/일반,80,문학
158702,초등(1-3)저학년,80,문학
158703,초등(4-6)고학년,80,문학
29035,_초등(1-3)저학년,80,문학
29056,문학/논술/고전,80,문학
29057,영어/학습,74,영어
29058,인물/역사/사회,90,역사
29059,자연/과학/수학,41,수학
29060,전래/명작동화,80,문학
29061,창작동화,80,문학
29036,_초등(4-6)고학년,80,문학
29050,문학/논술/고전,80,문학
29051,영어/학습,74,영어
29052,인물/역사/사회,90,역사
29053,자연/과학/수학,41,수학
29054,전래/명작동화,80,문학
29055,창작동화,80,문학
29680,_출판사별보기,80,문학
29897,가나출판사(전집),80,문학
29898,계몽사,80,문학
29692,교연아카데미,80,문학
29899,그린코리아,80,문학
29900,글렌도만,80,문학
29693,글송이,80,문학
63087,글채움,80,문학
29901,꼬마배꼽,80,문학
31961,꿈꾸는아이들,80,문학
29902,꿈의학교,51,의학
29903,뉴턴코리아,80,문학
29904,다산교육(전집),80,문학
29873,대교출판사,80,문학
29905,대산출판사,80,문학
29906,더큰,80,문학
29907,도서출판현현각양지,80,문학
29947,동강출판사,80,문학
29908,동그라미,80,문학
29687,동사모,80,문학
30036,두산동아,80,문학
32641,딕브루너코리아,80,문학
29909,리듬북,80,문학
29694,리틀랜드,80,문학
29877,리틀코리아,80,문학
29872,몬테소리CM,80,문학
29910,바라북스,80,문학
29911,바른나무들,80,문학
29912,바이런,80,문학
29688,베이비아카데미,80,문학
29869,베틀북(전집),80,문학
29691,보리,80,문학
29690,보림,80,문학
29913,북샘,80,문학
29685,브리태니커,80,문학
29944,비엔존,80,문학
29914,뿌리교육,80,문학
29915,삼성교육,80,문학
29916,새로본,80,문학
29917,세상모든책(전집),80,문학
29686,세종출판사,80,문학
32070,아동문학,80,문학
29684,아이교육,80,문학
29918,아이북스,80,문학
29879,아이세움,80,문학
29878,아이즐북스,80,문학
29919,아이캐슬,80,문학
30660,어린이아현,80,문학
29920,에이플러스,80,문학
29921,영재아카데미,80,문학
29922,오로라북스,80,문학
29948,원더랜드,80,문학
31962,월드북스,80,문학
29923,유한미디어,80,문학
29875,이랑교육,80,문학
29924,제닉스,80,문학
29871,제로투세븐,80,문학
29925,좋은열매,80,문학
29926,중앙출판사(전집),80,문학
32071,직지,80,문학
29927,차일드캠프,80,문학
31960,키즈덤하우스,80,문학
29928,키즈랜드,80,문학
29943,키즈캐슬,80,문학
29880,킨더랜드,80,문학
29929,타임라이프북스,80,문학
29946,파브르(전집),80,문학
29931,파크랜드,80,문학
29932,푸른물고기,80,문학
30047,학원사(전집),80,문학
31003,한국가우스,80,문학
29876,한국뉴베리,80,문학
29945,한국뉴스타인,80,문학
29682,한국듀이,80,문학
29681,한국삐아제/한국퍼킨스,80,문학
29933,한국섬머힐,80,문학
29870,한국셰익스피어,80,문학
29934,한국아동교육미디어,80,문학
29689,한국이튼,80,문학
29930,한국파스퇴르,80,문학
29935,한국프로이드,80,문학
29936,한국헤밍웨이,80,문학
29937,한샘(전집),80,문학
31002,한솔수북(전집),80,문학
29868,현대출판사,80,문학
29938,현대출판사,80,문학
29874,홍진P&M,80,문학
29939,효리원(전집),80,문학
29683,훈민출판사,80,문학
31963,SEM,80,문학
29670,_토이북/교구,80,문학
28466,문학/논술/고전,80,문학
28467,영어/학습,74,영어
28464,인물/역사/사회,90,역사
28465,자연/과학/수학,41,수학
28463,전래/명작동화,80,문학
28462,창작동화,80,문학
1237,종교/역학,20,종교
51565,가톨릭,20,종교
51625,가톨릭 교리/강론,20,종교
51624,가톨릭 문학,80,문학
51629,가톨릭 성서,20,종교
51630,성서의 이해,20,종교
51631,공동 번역 성서,20,종교
51632,구약성서 새번역 성서,20,종교
51633,분도 천주교회 200주년 신약,20,종교
51634,신약성서 새번역 성서,20,종교
51626,가톨릭 신앙생활,20,종교
51623,가톨릭 신학,20,종교
51627,가톨릭 어린이/청소년,20,종교
51628,가톨릭 인물,20,종교
51622,가톨릭 일반,20,종교
51564,기독교(개신교),23,기독교
69949,기독교 교육,23,기독교
51574,기독교 문학,23,기독교
51575,기독교 역사,23,기독교
51576,기독교 인물,23,기독교
51573,기독교 일반,23,기독교
51577,기독교(개신교) 교회,23,기독교
51588,새신자,23,기독교
51589,어린이/청소년,23,기독교
51590,청장년,23,기독교
51584,교회일반,23,기독교
51585,교회교육,23,기독교
51586,성경공부교재,23,기독교
51591,목회일반,23,기독교
51592,신학일반,23,기독교
51593,설교/성경연구,23,기독교
51594,교회개척/성장론,23,기독교
51595,상담/치유,23,기독교
51578,기독교(개신교) 목회/신학,23,기독교
51580,기독교(개신교) 선교/전도,23,기독교
51579,기독교(개신교) 신앙생활,23,기독교
51596,간증/영적성장,23,기독교
51597,예배/기도/묵상(QT),23,기독교
51598,사랑/결혼,23,기독교
51599,부부생활/자녀양육,23,기독교
51600,리더십/직업관/재물론,23,기독교
51601,신앙생활일반,23,기독교
51581,기독교(개신교) 어린이/청소년,23,기독교
51583,기독교(개신교) 오디오북,23,기독교
51571,기독교의 이해,23,기독교
51582,성경/찬송가,23,기독교
51602,한글성경,23,기독교
51603,한영/외국어 성경,23,기독교
51604,권별성경,23,기독교
51605,대조/주석성경,23,기독교
51606,큰 글자 성경,23,기독교
51607,지퍼식성경,23,기독교
51608,일러스트성경,23,기독교
51609,어린이성경/찬송가,23,기독교
51610,영어/외국어성경,74,영어
51611,오디오성경,23,기독교
51612,찬송가,23,기독교
51613,찬양,23,기독교
88257,쓰기성경,23,기독교
144911,출판사별 성경,23,기독교
51614,개역개정판,23,기독교
51615,개역한글판,23,기독교
51616,공동번역판,23,기독교
51617,현대어성경,23,기독교
53905,새번역,23,기독교
51618,NIV 한영성경,23,기독교
51619,NLT 한영성경,23,기독교
51620,NKJV 한영성경,23,기독교
51621,기타 한영/외국어 성경,23,기독교
144915,기독지혜사,23,기독교
144917,대한기독교서회,23,기독교
144922,두란노,23,기독교
144923,말씀보존학회,23,기독교
144924,생명의말씀사,23,기독교
144925,성서원,23,기독교
144926,아가페,23,기독교
144927,예장,23,기독교
144920,대한성서공회,23,기독교
144912,굿뉴스,23,기독교
51572,성경의 이해,23,기독교
51569,명상/선,20,종교
51566,불교,22,불교
51638,불교 경전/법문,22,불교
51637,불교 문학,22,불교
51643,불교 어린이/청소년,22,불교
51642,불교 인물,22,불교
51636,불교 일반,22,불교
51639,불교명상/수행,22,불교
51640,불교사/불교철학,10,철학
51641,불교예술/사찰,22,불교
51635,불교의 이해,22,불교
51644,티베트 불교,22,불교
51645,틱낫한,22,불교
51646,달라이 라마,22,불교
51647,티베트 불교 일반,22,불교
51567,세계의 종교,20,종교
51657,기타 종교,20,종교
51650,도교,24,천주교
51656,밀교/신비주의,20,종교
51648,세계 종교의 이해,20,종교
51652,원불교,22,불교
51649,이슬람교,20,종교
51654,정교회,20,종교
51651,증산도,20,종교
51653,천도교,24,천주교
51655,힌두교,20,종교
51568,역학,20,종교
51658,관상/수상,20,종교
51662,꿈풀이/해몽,20,종교
51660,사주/궁합/예언,20,종교
51664,작명,20,종교
51665,전생/환생,20,종교
51659,점성학/타로,20,종교
51661,주역,20,종교
51663,풍수지리,98,여행
51570,종교일반,20,종교
51669,비교종교,20,종교
51672,종교문학,20,종교
51667,종교사,20,종교
51666,종교의 이해,20,종교
51670,종교인물,20,종교
51668,종교철학,10,철학
2030,좋은부모,37,교육학
51789,건강/환경,37,교육학
51767,교육/학습,37,교육학
7253,경제교육,37,교육학
51792,놀이/체험학습,37,교육학
51798,대안교육/홈스쿨링,37,교육학
51793,독서/작문 교육,37,교육학
90007,수학/과학 교육,41,수학
3390,언어/외국어 교육,70,언어
107331,예체능 교육,37,교육학
51797,진로/진학,37,교육학
7257,창의 교육,37,교육학
4288,초등 입학 준비,37,교육학
51794,학교/학습법,37,교육학
73196,부모교육,37,교육학
7259,사춘기/성교육,37,교육학
51763,영유아 육아,37,교육학
90418,0~3세 육아,37,교육학
90419,4~7세 육아,37,교육학
51766,육아,37,교육학
51773,성장/발달,37,교육학
106628,외국의 육아.교육,37,교육학
51786,육아 일반,37,교육학
51785,육아백과,37,교육학
51795,자녀 심리,37,교육학
51790,육아/교육 에세이,80,문학
51762,임신/출산,37,교육학
51764,초등 자녀,37,교육학
51770,태교,37,교육학
51801,특수교육,37,교육학
76000,중학교참고서,37,교육학
76727,논술/글쓰기(중등),37,교육학
129705,논술정기간행물(중등),37,교육학
129704,중학논술/글쓰기,37,교육학
76725,예비고등,37,교육학
76790,중1-문제집,37,교육학
76842,과학(중등1),40,자연과학
76839,국어(중등1),37,교육학
76844,기술.가정(중등1),37,교육학
76845,기타(중등1),37,교육학
76847,도덕(중등1),37,교육학
76843,사회.역사(중등1),90,역사
76841,수학(중등1),41,수학
76840,영어(중등1),74,영어
76846,중간.기말고사(중등1),37,교육학
76793,중1-자습서,37,교육학
76812,과학(중등1),40,자연과학
76813,국어(중등1),37,교육학
76814,기술.가정(중등1),37,교육학
76819,기타(중등1),37,교육학
76818,도덕(중등1),37,교육학
76815,사회.역사(중등1),90,역사
76816,수학(중등1),41,수학
76817,영어(중등1),74,영어
76791,중2-문제집,37,교육학
76830,과학(중등2),40,자연과학
76831,국어(중등2),37,교육학
76832,기술.가정(중등2),37,교육학
76838,기타(중등2),37,교육학
76837,도덕(중등2),37,교육학
76833,사회.역사(중등2),90,역사
76834,수학(중등2),41,수학
76835,영어(중등2),74,영어
76836,중간.기말고사(중등2),37,교육학
76794,중2-자습서,37,교육학
76804,과학(중등2),40,자연과학
76805,국어(중등2),37,교육학
76806,기술.가정(중등2),37,교육학
76811,기타(중등2),37,교육학
76810,도덕(중등2),37,교육학
76807,사회.역사(중등2),90,역사
76808,수학(중등2),41,수학
76809,영어(중등2),74,영어
76792,중3-문제집,37,교육학
76820,과학(중등3),40,자연과학
76821,국어(중등3),37,교육학
76822,기술.가정(중등3),37,교육학
76828,기타(중등3),37,교육학
76827,도덕(중등3),37,교육학
76823,사회.역사(중등3),90,역사
76824,수학(중등3),41,수학
76825,영어(중등3),74,영어
76826,중간.기말고사(중등3),37,교육학
76795,중3-자습서,37,교육학
76796,과학(중등3),40,자연과학
76797,국어(중등3),37,교육학
76798,기술.가정(중등3),37,교육학
76803,기타(중등3),37,교육학
76802,도덕(중등3),37,교육학
76799,사회.역사(중등3),90,역사
76800,수학(중등3),41,수학
76801,영어(중등3),74,영어
76728,중학경시대회,37,교육학
76730,중학교 출판사별,37,교육학
76748,개념원리,37,교육학
76942,개념원리_기본서(중등),37,교육학
76944,개념원리_RPM(중등),37,교육학
107442,기적_중학도형,37,교육학
107443,기적_중학연산,37,교육학
107444,기적_영단어+쓰기노트,37,교육학
115056,기적_영어듣기,74,영어
108675,기적_국어문법,37,교육학
87512,길벗스쿨,37,교육학
76750,꿈을담는틀,37,교육학
113020,완성(중등),37,교육학
113022,내신DNA,37,교육학
113024,적중영문법,37,교육학
113032,절대개념(중등),37,교육학
114186,어휘력다지기,37,교육학
114187,그래머마스터,37,교육학
114188,모든것(중등),37,교육학
115181,절대수학,41,수학
119807,첫,37,교육학
76928,단감중학,37,교육학
76930,Yes영어단기특강,74,영어
76931,콕영어(중등),74,영어
76932,꿈틀중학국어,37,교육학
113021,국어모든것,37,교육학
76933,수학모든것,41,수학
157146,This is Voca,37,교육학
157151,101,37,교육학
157152,공감,37,교육학
157153,도전 만점 서술형,37,교육학
157154,그래머 브릿지,37,교육학
157155,OK Grammar,37,교육학
157156,The Grammar,37,교육학
157157,영문법 뽀개기,37,교육학
157158,This Is Grammar,37,교육학
157159,This Is Reading,37,교육학
157162,애프터스쿨,37,교육학
157163,Smart Reading,37,교육학
157165,The Listening,37,교육학
157145,넥서스에듀,37,교육학
137354,다락원,37,교육학
137355,내공영문법,37,교육학
137356,내공영어구문,74,영어
137357,쓰담쓰담영문법,37,교육학
137358,절대영문법,37,교육학
137359,Grammar&Writing,37,교육학
137360,Grammar 플러스,37,교육학
137361,제대로 영작문,37,교육학
137362,내공독해,37,교육학
137363,Reading Voyage,37,교육학
137364,Reading for Subject,37,교육학
137365,리스닝 올리고,37,교육학
137366,리슨투맥스,37,교육학
137367,절대어휘,37,교육학
137368,내공영단어,37,교육학
164674,국어 문법,37,교육학
164675,국어 문학,80,문학
164676,국어 비문학,80,문학
164677,국어 서술형,37,교육학
164678,국어 어휘,37,교육학
179525,특급기출 수학,41,수학
179526,서술형 더 영문법,37,교육학
179527,연산으로 강해지는 수학,41,수학
149971,빠작국어,37,교육학
121568,빨리 강해지는 수학,41,수학
76989,뜯어먹는,37,교육학
76992,하이탑(중등),37,교육학
165375,특급기출 영어,74,영어
123586,빨리 이해하는 수학,41,수학
149831,싸플(중등),37,교육학
149837,클리어,37,교육학
164679,절대등급(중등),37,교육학
164680,빠르게통하는,37,교육학
140152,올쏘(중등),37,교육학
76741,동아출판,37,교육학
76740,디딤돌,37,교육학
114658,문법완성,37,교육학
189152,개념기본 수학,41,수학
114644,투탑수학,41,수학
114649,패턴수학,41,수학
114650,문법특강,37,교육학
114651,시험영문법,37,교육학
76996,최상위수학(중등),41,수학
88293,문제특강,37,교육학
164252,중학연산,37,교육학
114652,최상위수학(중등),41,수학
147648,최상위수학_라이트,41,수학
186263,뿌리깊은(중등),37,교육학
186264,영문법 3800제(중등),37,교육학
76918,영어 독해 101,74,영어
76915,100% 영어듣기,74,영어
143134,뜀틀 수학,41,수학
186265,국어 독해력,37,교육학
186266,중간.기말고사,37,교육학
186267,3800제 서술형,37,교육학
76916,3800제,37,교육학
76753,마더텅,37,교육학
76774,메가스터디북스,37,교육학
139645,수력ON(중등),37,교육학
172374,비문학 독해,80,문학
90563,영어듣기모의고사,74,영어
90564,백신과학,40,자연과학
76861,오메가그래머,37,교육학
118419,메가개념수학,41,수학
106685,캐치원기출,37,교육학
106686,민정범수학,41,수학
186606,CPR 중학수학,41,수학
186607,메가중학영단어,37,교육학
139626,유형중심,37,교육학
78836,올리드(중등),37,교육학
121422,수학중심,41,수학
120502,유형맞짱,37,교육학
147649,올리드시험직보,37,교육학
158839,그래머바이트,37,교육학
158840,리딩바이트,37,교육학
106123,국어,37,교육학
106124,영어,74,영어
106125,수학,41,수학
106126,역사/사회,90,역사
106127,과학,40,자연과학
76745,미래엔,37,교육학
86479,백발백중,37,교육학
136291,리딩싹,37,교육학
86480,100발100중,37,교육학
129082,특쫑수학,41,수학
86481,중간고사,37,교육학
86482,기말고사,37,교육학
112989,교과서 개념잡기(중등),37,교육학
77512,리더스뱅크,37,교육학
120359,알찬수학만기출,41,수학
187958,중등수능독해,37,교육학
76934,한끝(중등),37,교육학
76935,내공의힘,37,교육학
76936,개념+유형수학(중등),41,수학
76938,완자(중등),37,교육학
108487,오투과학(중등),40,자연과학
108480,타파TAPA,37,교육학
108482,리딩스파크,37,교육학
108475,영어듣기모의고사,74,영어
165731,알찬과학단원별,40,자연과학
145426,최고득점수학,41,수학
145427,그래머인,37,교육학
145428,올댓중학영어,74,영어
145422,만렙수학(중등),41,수학
108484,한끝국어(중등),37,교육학
108485,한끝사회/역사(중등),90,역사
108471,라이트(중등),41,수학
108472,파워(중등),41,수학
108473,탑(중등),41,수학
76749,비상교육,37,교육학
76771,수경출판사,37,교육학
79102,수력충전(중등),37,교육학
79103,일등급 수학(중등),41,수학
79104,형상기억 수학(중등),41,수학
133071,자이 듣기 전략,37,교육학
